country,Year,totalSulfurEmissions
Togo,1993,6.06
Togo,1994,6.29
Togo,1995,6.31
Togo,1996,6.27
Togo,1997,6.51
Togo,1998,6.43
Togo,1999,6.59
Thailand,1970,69.5
Thailand,1971,76.6
Thailand,1972,88
Thailand,1973,87.1
Thailand,1974,93.1
Thailand,1975,92.1
Thailand,1976,106
Thailand,1977,106
Thailand,1978,133
Thailand,1979,144
Thailand,1980,146
Thailand,1981,140
Thailand,1982,136
Thailand,1983,142
Thailand,1984,227
Thailand,1985,235
Thailand,1986,267
Thailand,1987,295
Thailand,1988,354
Thailand,1989,482
Thailand,1990,552
Thailand,1991,600
Thailand,1992,579.0
Thailand,1993,558.0
Thailand,1994,625.0
Thailand,1995,669.0
Thailand,1996,661
Thailand,1997,528
Thailand,1998,508.0
Thailand,1999,467.0
Tajikistan,1970,4.39
Tajikistan,1971,4.51
Tajikistan,1972,4.63
Tajikistan,1973,4.8
Tajikistan,1974,4.94
Tajikistan,1975,4.96
Tajikistan,1976,5.09
Tajikistan,1977,5.13
Tajikistan,1978,5.11
Tajikistan,1979,5.14
Tajikistan,1980,4.79
Tajikistan,1981,4.92
Tajikistan,1982,4.75
Tajikistan,1983,4.88
Tajikistan,1984,6.01
Tajikistan,1985,6.1
Tajikistan,1986,5.86
Tajikistan,1987,6.71
Tajikistan,1988,6.03
Tajikistan,1989,5.69
Tajikistan,1990,5.74
Tajikistan,1991,4.08
Tajikistan,1992,3.54
Tajikistan,1993,2.81
Tajikistan,1994,2.65
Tajikistan,1995,3.16
Tajikistan,1996,2.31
Tajikistan,1997,2.21
Tajikistan,1998,2.25
Tajikistan,1999,2.16
Turkmenistan,1970,55.3
Turkmenistan,1971,56.7
Turkmenistan,1972,58.3
Turkmenistan,1973,60.4
Turkmenistan,1974,62.2
Turkmenistan,1975,62.5
Turkmenistan,1976,64
Turkmenistan,1977,64.6
Turkmenistan,1978,64.2
Turkmenistan,1979,64.7
Turkmenistan,1980,60.3
Turkmenistan,1981,61.9
Turkmenistan,1982,59.8
Turkmenistan,1983,61.5
Turkmenistan,1984,75.7
Turkmenistan,1985,81.7
Turkmenistan,1986,84.2
Turkmenistan,1987,91.3
Turkmenistan,1988,86.2
Turkmenistan,1989,83.1
Turkmenistan,1990,72.6
Turkmenistan,1991,84
Turkmenistan,1992,51.7
Turkmenistan,1993,38.2
Turkmenistan,1994,32.6
Turkmenistan,1995,27.2
Turkmenistan,1996,20.9
Turkmenistan,1997,20.9
Turkmenistan,1998,22.9
Turkmenistan,1999,25.1
Trinidad and Tobago,1970,126
Trinidad and Tobago,1971,120
Trinidad and Tobago,1972,116
Trinidad and Tobago,1973,116
Trinidad and Tobago,1974,72.4
Trinidad and Tobago,1975,93.9
Trinidad and Tobago,1976,82.8
Trinidad and Tobago,1977,71.5
Trinidad and Tobago,1978,69
Trinidad and Tobago,1979,76.2
Trinidad and Tobago,1980,66.7
Trinidad and Tobago,1981,43.6
Trinidad and Tobago,1982,12.2
Trinidad and Tobago,1983,17.5
Trinidad and Tobago,1984,17.6
Trinidad and Tobago,1985,17.2
Trinidad and Tobago,1986,18.4
Trinidad and Tobago,1987,20.4
Trinidad and Tobago,1988,20.9
Trinidad and Tobago,1989,19.2
Trinidad and Tobago,1990,20.5
Trinidad and Tobago,1991,20.4
Trinidad and Tobago,1992,17.9
Trinidad and Tobago,1993,16.0
Trinidad and Tobago,1994,14.9
Trinidad and Tobago,1995,14.1
Trinidad and Tobago,1996,12.5
Trinidad and Tobago,1997,16.2
Trinidad and Tobago,1998,15.9
Trinidad and Tobago,1999,16.4
Tunisia,1970,188
Tunisia,1971,133
Tunisia,1972,156
Tunisia,1973,153
Tunisia,1974,92.4
Tunisia,1975,131
Tunisia,1976,128
Tunisia,1977,136
Tunisia,1978,184
Tunisia,1979,246
Tunisia,1980,215
Tunisia,1981,150
Tunisia,1982,165
Tunisia,1983,130
Tunisia,1984,126
Tunisia,1985,118
Tunisia,1986,140
Tunisia,1987,156
Tunisia,1988,87.6
Tunisia,1989,103
Tunisia,1990,92.6
Tunisia,1991,94.4
Tunisia,1992,96.3
Tunisia,1993,99.3
Tunisia,1994,108.0
Tunisia,1995,110.0
Tunisia,1996,111
Tunisia,1997,116
Tunisia,1998,110.0
Tunisia,1999,115.0
Turkey,1970,175
Turkey,1971,196
Turkey,1972,207
Turkey,1973,231
Turkey,1974,235
Turkey,1975,249
Turkey,1976,262
Turkey,1977,258
Turkey,1978,330
Turkey,1979,324
Turkey,1980,364
Turkey,1981,405
Turkey,1982,439
Turkey,1983,515
Turkey,1984,662
Turkey,1985,761
Turkey,1986,789
Turkey,1987,686
Turkey,1988,859
Turkey,1989,797
Turkey,1990,808
Turkey,1991,807
Turkey,1992,804.0
Turkey,1993,827.0
Turkey,1994,886.0
Turkey,1995,921.0
Turkey,1996,1010
Turkey,1997,1000
Turkey,1998,930.0
Turkey,1999,1030.0
Taiwan,1970,92
Taiwan,1971,94.4
Taiwan,1972,97.6
Taiwan,1973,95.1
Taiwan,1974,89.2
Taiwan,1975,115
Taiwan,1976,128
Taiwan,1977,148
Taiwan,1978,153
Taiwan,1979,201
Taiwan,1980,195
Taiwan,1981,184
Taiwan,1982,179
Taiwan,1983,188
Taiwan,1984,202
Taiwan,1985,212
Taiwan,1986,217
Taiwan,1987,238
Taiwan,1988,252
Taiwan,1989,252
Taiwan,1990,245
Taiwan,1991,253
Taiwan,1992,244.0
Taiwan,1993,258.0
Taiwan,1994,227.0
Taiwan,1995,191.0
Taiwan,1996,174
Taiwan,1997,178
Taiwan,1998,177.0
Taiwan,1999,188.0
Tanzania,1970,67.3
Tanzania,1971,53.4
Tanzania,1972,64.1
Tanzania,1973,54.1
Tanzania,1974,51.1
Tanzania,1975,49
Tanzania,1976,50.3
Tanzania,1977,57.7
Tanzania,1978,48.4
Tanzania,1979,50
Tanzania,1980,48.7
Tanzania,1981,46.1
Tanzania,1982,42.1
Tanzania,1983,41.3
Tanzania,1984,40.3
Tanzania,1985,50.1
Tanzania,1986,50.7
Tanzania,1987,50.3
Tanzania,1988,51.7
Tanzania,1989,51.4
Tanzania,1990,53
Tanzania,1991,52.6
Tanzania,1992,53.9
Tanzania,1993,54.4
Tanzania,1994,52.6
Tanzania,1995,54.2
Tanzania,1996,54.6
Tanzania,1997,60.5
Tanzania,1998,62.9
Tanzania,1999,58.3
Uganda,1970,15.3
Uganda,1971,15.6
Uganda,1972,16.9
Uganda,1973,18
Uganda,1974,16.3
Uganda,1975,16
Uganda,1976,17.2
Uganda,1977,17.1
Uganda,1978,17.9
Uganda,1979,19.1
Uganda,1980,18.9
Uganda,1981,18.3
Uganda,1982,17.2
Uganda,1983,17.5
Uganda,1984,17.4
Uganda,1985,17.5
Uganda,1986,17.7
Uganda,1987,18.2
Uganda,1988,18.5
Uganda,1989,18.8
Uganda,1990,19.3
Uganda,1991,19.7
Uganda,1992,20.0
Uganda,1993,20.3
Uganda,1994,20.6
Uganda,1995,20.8
Uganda,1996,21.1
Uganda,1997,21.4
Uganda,1998,21.7
Uganda,1999,22.1
Ukraine,1970,1650
Ukraine,1971,1690
Ukraine,1972,1730
Ukraine,1973,1800
Ukraine,1974,1850
Ukraine,1975,1860
Ukraine,1976,1900
Ukraine,1977,1920
Ukraine,1978,1910
Ukraine,1979,1920
Ukraine,1980,1750
Ukraine,1981,1710
Ukraine,1982,1750
Ukraine,1983,1740
Ukraine,1984,1730
Ukraine,1985,1700
Ukraine,1986,1630
Ukraine,1987,1610
Ukraine,1988,1540
Ukraine,1989,1890
Ukraine,1990,1270
Ukraine,1991,1190
Ukraine,1992,1100.0
Ukraine,1993,858.0
Ukraine,1994,820.0
Ukraine,1995,647.0
Ukraine,1996,566
Ukraine,1997,512
Ukraine,1998,515.0
Ukraine,1999,515.0
Uruguay,1970,43.9
Uruguay,1971,37.9
Uruguay,1972,42
Uruguay,1973,46.8
Uruguay,1974,48.3
Uruguay,1975,42.1
Uruguay,1976,46.9
Uruguay,1977,49.8
Uruguay,1978,39.6
Uruguay,1979,49.7
Uruguay,1980,43.8
Uruguay,1981,38.7
Uruguay,1982,24.3
Uruguay,1983,24.9
Uruguay,1984,20.4
Uruguay,1985,25.6
Uruguay,1986,22.6
Uruguay,1987,22.4
Uruguay,1988,21
Uruguay,1989,21
Uruguay,1990,35
Uruguay,1991,53.6
Uruguay,1992,34.0
Uruguay,1993,16.5
Uruguay,1994,79.6
Uruguay,1995,61.0
Uruguay,1996,33.7
Uruguay,1997,27
Uruguay,1998,14.7
Uruguay,1999,12.0
United States,1970,13.5k
United States,1971,13.8k
United States,1972,14.4k
United States,1973,13.7k
United States,1974,12.7k
United States,1975,12.9k
United States,1976,13k
United States,1977,12.2k
United States,1978,12.2k
United States,1979,11.8k
United States,1980,11.2k
United States,1981,10.5k
United States,1982,10.3k
United States,1983,10.7k
United States,1984,10.6k
United States,1985,10.2k
United States,1986,10.1k
United States,1987,10.3k
United States,1988,10.4k
United States,1989,10.5k
United States,1990,10.2k
United States,1991,10k
United States,1992,9880.0
United States,1993,9690.0
United States,1994,8450.0
United States,1995,8350.0
United States,1996,8550
United States,1997,8600
United States,1998,7970.0
United States,1999,7420.0
Uzbekistan,1970,205
Uzbekistan,1971,211
Uzbekistan,1972,216
Uzbekistan,1973,224
Uzbekistan,1974,231
Uzbekistan,1975,232
Uzbekistan,1976,237
Uzbekistan,1977,240
Uzbekistan,1978,238
Uzbekistan,1979,240
Uzbekistan,1980,224
Uzbekistan,1981,230
Uzbekistan,1982,222
Uzbekistan,1983,228
Uzbekistan,1984,281
Uzbekistan,1985,303
Uzbekistan,1986,312
Uzbekistan,1987,326
Uzbekistan,1988,319
Uzbekistan,1989,285
Uzbekistan,1990,196
Uzbekistan,1991,164
Uzbekistan,1992,156.0
Uzbekistan,1993,138.0
Uzbekistan,1994,120.0
Uzbekistan,1995,125.0
Uzbekistan,1996,118
Uzbekistan,1997,125
Uzbekistan,1998,122.0
Uzbekistan,1999,116.0
Venezuela,1970,409
Venezuela,1971,346
Venezuela,1972,396
Venezuela,1973,421
Venezuela,1974,302
Venezuela,1975,297
Venezuela,1976,327
Venezuela,1977,314
Venezuela,1978,325
Venezuela,1979,330
Venezuela,1980,304
Venezuela,1981,274
Venezuela,1982,243
Venezuela,1983,244
Venezuela,1984,256
Venezuela,1985,246
Venezuela,1986,243
Venezuela,1987,276
Venezuela,1988,270
Venezuela,1989,264
Venezuela,1990,283
Venezuela,1991,278
Venezuela,1992,267.0
Venezuela,1993,304.0
Venezuela,1994,295.0
Venezuela,1995,332.0
Venezuela,1996,320
Venezuela,1997,321
Venezuela,1998,314.0
Venezuela,1999,371.0
Virgin Islands (U.S.),1970,103
Virgin Islands (U.S.),1971,104
Virgin Islands (U.S.),1972,141
Virgin Islands (U.S.),1973,149
Virgin Islands (U.S.),1974,148
Virgin Islands (U.S.),1975,150
Virgin Islands (U.S.),1976,170
Virgin Islands (U.S.),1977,169
Virgin Islands (U.S.),1978,157
Virgin Islands (U.S.),1979,175
Virgin Islands (U.S.),1980,139
Virgin Islands (U.S.),1981,111
Virgin Islands (U.S.),1982,76.3
Virgin Islands (U.S.),1983,76.5
Virgin Islands (U.S.),1984,63.1
Virgin Islands (U.S.),1985,61.4
Virgin Islands (U.S.),1986,75.8
Virgin Islands (U.S.),1987,65
Virgin Islands (U.S.),1988,80.1
Virgin Islands (U.S.),1989,74.7
Virgin Islands (U.S.),1990,78.4
Virgin Islands (U.S.),1991,82.3
Virgin Islands (U.S.),1992,86.4
Virgin Islands (U.S.),1993,90.7
Virgin Islands (U.S.),1994,95.2
Virgin Islands (U.S.),1995,99.9
Virgin Islands (U.S.),1996,105
Virgin Islands (U.S.),1997,110
Virgin Islands (U.S.),1998,116.0
Virgin Islands (U.S.),1999,121.0
Vietnam,1970,23.7
Vietnam,1971,18.1
Vietnam,1972,25.2
Vietnam,1973,30.1
Vietnam,1974,41.7
Vietnam,1975,43.9
Vietnam,1976,47.9
Vietnam,1977,46.4
Vietnam,1978,48.1
Vietnam,1979,48.5
Vietnam,1980,48.4
Vietnam,1981,49.4
Vietnam,1982,51.1
Vietnam,1983,43.5
Vietnam,1984,46.2
Vietnam,1985,52
Vietnam,1986,56.6
Vietnam,1987,58
Vietnam,1988,54.1
Vietnam,1989,56.5
Vietnam,1990,57
Vietnam,1991,67.5
Vietnam,1992,67.1
Vietnam,1993,68.2
Vietnam,1994,66.5
Vietnam,1995,111.0
Vietnam,1996,137
Vietnam,1997,111
Vietnam,1998,96.0
Vietnam,1999,88.8
Yemen,1970,21.5
Yemen,1971,18.7
Yemen,1972,17.4
Yemen,1973,16.5
Yemen,1974,9.27
Yemen,1975,8.78
Yemen,1976,11.5
Yemen,1977,11
Yemen,1978,11.4
Yemen,1979,17.6
Yemen,1980,15.6
Yemen,1981,18.3
Yemen,1982,16.5
Yemen,1983,16.2
Yemen,1984,15.9
Yemen,1985,16.2
Yemen,1986,17.3
Yemen,1987,17.2
Yemen,1988,16
Yemen,1989,17
Yemen,1990,16.3
Yemen,1991,21
Yemen,1992,16.6
Yemen,1993,15.8
Yemen,1994,18.3
Yemen,1995,23.3
Yemen,1996,27
Yemen,1997,27.7
Yemen,1998,30.2
Yemen,1999,33.5
South Africa,1970,583
South Africa,1971,590
South Africa,1972,639
South Africa,1973,671
South Africa,1974,696
South Africa,1975,759
South Africa,1976,849
South Africa,1977,875
South Africa,1978,982
South Africa,1979,1070
South Africa,1980,1210
South Africa,1981,1230
South Africa,1982,1290
South Africa,1983,1440
South Africa,1984,1530
South Africa,1985,1530
South Africa,1986,1550
South Africa,1987,1550
South Africa,1988,1520
South Africa,1989,1520
South Africa,1990,1550
South Africa,1991,1410
South Africa,1992,1530.0
South Africa,1993,1560.0
South Africa,1994,1620.0
South Africa,1995,1590.0
South Africa,1996,1650
South Africa,1997,1560
South Africa,1998,1570.0
South Africa,1999,1540.0
Zambia,1970,670
Zambia,1971,741
Zambia,1972,802
Zambia,1973,887
Zambia,1974,742
Zambia,1975,745
Zambia,1976,769
Zambia,1977,745
Zambia,1978,676
Zambia,1979,759
Zambia,1980,708
Zambia,1981,680
Zambia,1982,661
Zambia,1983,580
Zambia,1984,544
Zambia,1985,529
Zambia,1986,536
Zambia,1987,502
Zambia,1988,542
Zambia,1989,505
Zambia,1990,497
Zambia,1991,569
Zambia,1992,559.0
Zambia,1993,391.0
Zambia,1994,383.0
Zambia,1995,415.0
Zambia,1996,450
Zambia,1997,479
Zambia,1998,459.0
Zambia,1999,431.0
Zimbabwe,1970,66
Zimbabwe,1971,61.2
Zimbabwe,1972,70.1
Zimbabwe,1973,70.4
Zimbabwe,1974,64.8
Zimbabwe,1975,68.2
Zimbabwe,1976,65.3
Zimbabwe,1977,61.2
Zimbabwe,1978,64
Zimbabwe,1979,69.6
Zimbabwe,1980,63.4
Zimbabwe,1981,58.4
Zimbabwe,1982,54.5
Zimbabwe,1983,58.2
Zimbabwe,1984,60.2
Zimbabwe,1985,69.8
Zimbabwe,1986,86.7
Zimbabwe,1987,79.3
Zimbabwe,1988,81.9
Zimbabwe,1989,81.9
Zimbabwe,1990,96.7
Zimbabwe,1991,105
Zimbabwe,1992,90.5
Zimbabwe,1993,85.3
Zimbabwe,1994,80.6
Zimbabwe,1995,76.8
Zimbabwe,1996,71.8
Zimbabwe,1997,76.6
Zimbabwe,1998,85.0
Zimbabwe,1999,84.0
