Country,Year,Income,SugarPerPerson,Food Supply
Sudan,2008,4.53,65.8,2350
Sudan,2009,4.22,65.5,2320
Sudan,2010,4.58,67.4,2350
Sudan,2011,4.79,96.4,2300
Sudan,2012,4.65,96.1,2340
Senegal,1990,2.14,42.2,2240
Senegal,1991,2.19,37.1,2110
Senegal,1992,2.28,37.2,2230
Senegal,1993,2.33,47.9,2150
Senegal,1994,2.44,49.3,2170
Senegal,1995,2.42,48.5,2110
Senegal,1996,2.44,52.6,2110
Senegal,1997,2.54,41.9,2110
Senegal,1998,2.66,40,2150
Senegal,1999,2.69,32.2,2160
Senegal,2000,2.75,41,2170
Senegal,2001,2.73,35.8,2140
Senegal,2002,2.85,35.9,2220
Senegal,2003,2.99,31.3,2250
Senegal,2004,3.1,32.8,2240
Senegal,2005,3.11,43.9,2310
Senegal,2006,3.15,42.9,2340
Senegal,2007,3.2,37.8,2440
Senegal,2008,3.16,42,2450
Senegal,2009,3.19,43.6,2440
Senegal,2010,3.15,44,2430
Senegal,2011,3.21,46.1,2440
Senegal,2012,3.21,50,2460
Solomon Islands,1990,3.36,18.9,2180
Solomon Islands,1991,3.68,22.1,2180
Solomon Islands,1992,3.72,24.1,2160
Solomon Islands,1993,3.91,26.4,2290
Solomon Islands,1994,4.18,17.6,2380
Solomon Islands,1995,4.13,23.3,2310
Solomon Islands,1996,3.98,23.3,2410
Solomon Islands,1997,3.92,22.4,2390
Solomon Islands,1998,3.8,23.5,2310
Solomon Islands,1999,3.17,17.9,2350
Solomon Islands,2000,2.84,17.9,2320
Solomon Islands,2001,2.69,19.5,2390
Solomon Islands,2002,2.79,22.6,2410
Solomon Islands,2003,2.9,23.1,2400
Solomon Islands,2004,2.99,28.4,2430
Solomon Islands,2005,3.07,36.9,2460
Solomon Islands,2006,3.15,22.4,2420
Solomon Islands,2007,3.27,36.5,2480
Solomon Islands,2008,3.28,29.2,2450
Solomon Islands,2009,3.51,35.8,2480
Solomon Islands,2010,3.69,24.1,2490
Solomon Islands,2011,3.66,15.5,2420
Solomon Islands,2012,3.76,13.1,2390
Sierra Leone,1990,1.61,14.1,1990
Sierra Leone,1991,1.34,14.3,2020
Sierra Leone,1992,1.4,14.5,2040
Sierra Leone,1993,1.42,14.1,2120
Sierra Leone,1994,1.34,12.2,2140
Sierra Leone,1995,1.4,10.4,2180
Sierra Leone,1996,1.34,9.5,2200
Sierra Leone,1997,1.38,14.7,2150
Sierra Leone,1998,1.36,14.1,2070
Sierra Leone,1999,1.44,14.1,1990
Sierra Leone,2000,1.33,13.5,2000
Sierra Leone,2001,1.65,13.8,2050
Sierra Leone,2002,1.75,15.7,2030
Sierra Leone,2003,1.81,14.9,2020
Sierra Leone,2004,1.83,14.6,2080
Sierra Leone,2005,1.85,18.5,2160
Sierra Leone,2006,1.98,18.4,2190
Sierra Leone,2007,2.06,18.3,2200
Sierra Leone,2008,2.09,18.3,2250
Sierra Leone,2009,2.18,10.4,2280
Sierra Leone,2010,2.29,15.6,2340
Sierra Leone,2011,2.77,14.6,2370
Sierra Leone,2012,3.11,16.5,2400
El Salvador,1990,7.17,103,2410
El Salvador,1991,7.47,100,2410
El Salvador,1992,7.7,102,2380
El Salvador,1993,7.97,92.7,2380
El Salvador,1994,8.26,97.8,2390
El Salvador,1995,8.23,106,2400
El Salvador,1996,8.38,115,2430
El Salvador,1997,8.36,118,2430
El Salvador,1998,8.73,116,2410
El Salvador,1999,9.88,115,2540
El Salvador,2000,9.46,112,2630
El Salvador,2001,9.54,108,2640
El Salvador,2002,8.82,105,2600
El Salvador,2003,9.08,103,2570
El Salvador,2004,9.24,109,2570
El Salvador,2005,9.21,116,2580
El Salvador,2006,9.86,113,2570
El Salvador,2007,9.51,112,2570
El Salvador,2008,9.18,112,2570
El Salvador,2009,9.09,108,2520
El Salvador,2010,8.87,112,2540
El Salvador,2011,9.18,113,2560
El Salvador,2012,10.1,113,2580
Sao Tome and Principe,1990,3.15,42.7,2230
Sao Tome and Principe,1991,3.08,41.5,2190
Sao Tome and Principe,1992,3.08,42,2190
Sao Tome and Principe,1993,3.08,44.4,2230
Sao Tome and Principe,1994,3.09,42.6,2110
Sao Tome and Principe,1995,3.08,45.5,2170
Sao Tome and Principe,1996,3.05,39,2190
Sao Tome and Principe,1997,3.07,36.7,2220
Sao Tome and Principe,1998,3.09,38.9,2240
Sao Tome and Principe,1999,3.05,42.6,2380
Sao Tome and Principe,2000,3.02,48.5,2400
Sao Tome and Principe,2001,2.94,53.2,2460
Sao Tome and Principe,2002,2.98,52.1,2510
Sao Tome and Principe,2003,2.92,56.9,2510
Sao Tome and Principe,2004,2.95,56.9,2550
Sao Tome and Principe,2005,3.02,58.5,2550
Sao Tome and Principe,2006,2.92,59.6,2510
Sao Tome and Principe,2007,2.95,59.2,2470
Sao Tome and Principe,2008,2.83,60.5,2440
Sao Tome and Principe,2009,2.82,62.1,2370
Sao Tome and Principe,2010,3.01,62.5,2330
Sao Tome and Principe,2011,3.11,35.8,2340
Sao Tome and Principe,2012,3.39,50.5,2400
Suriname,1990,9.87,100,2550
Suriname,1991,9.73,101,2510
Suriname,1992,8.92,99.2,2540
Suriname,1993,9.07,104,2510
Suriname,1994,8.93,109,2550
Suriname,1995,8.89,133,2590
Suriname,1996,9.28,131,2540
Suriname,1997,9.37,134,2560
Suriname,1998,9.13,122,2490
Suriname,1999,9.21,125,2550
Suriname,2000,9.49,126,2510
Suriname,2001,9.64,131,2560
Suriname,2002,10.1,133,2560
Suriname,2003,10.9,126,2560
Suriname,2004,11.2,131,2610
Suriname,2005,11.7,129,2630
Suriname,2006,12.2,132,2670
Suriname,2007,12.5,128,2650
Suriname,2008,12.8,128,2740
Suriname,2009,13.3,124,2800
Suriname,2010,13.9,122,2710
Suriname,2011,14.1,121,2730
Suriname,2012,14.4,121,2750
Sweden,1990,37,119,2940
Sweden,1991,37.4,121,3050
Sweden,1992,35.7,126,3140
Sweden,1993,35.6,134,3090
Sweden,1994,35.3,117,3090
Sweden,1995,35.8,123,3040
Sweden,1996,36.7,120,3090
Sweden,1997,37.7,126,3060
Sweden,1998,38.9,128,3120
Sweden,1999,40.6,129,3100
Sweden,2000,40.1,123,3120
Sweden,2001,40.2,115,3130
Sweden,2002,40,115,3120
Sweden,2003,41.1,113,3150
Sweden,2004,41.5,115,3120
Sweden,2005,43.9,113,3090
Sweden,2006,46.6,114,3090
Sweden,2007,48.1,111,3130
Sweden,2008,48.4,111,3130
Sweden,2009,49.2,106,3150
Sweden,2010,49.7,110,3160
Sweden,2011,50.8,110,3170
Sweden,2012,52.2,115,3180
Eswatini,1990,1.47,107,2290
Eswatini,1991,1.48,112,2320
Eswatini,1992,1.49,105,2280
Eswatini,1993,1.5,104,2300
Eswatini,1994,1.67,95,2210
Eswatini,1995,2.23,98.2,2220
Eswatini,1996,2.6,81.5,2160
Eswatini,1997,2.88,96.4,2180
Eswatini,1998,3.36,112,2270
Eswatini,1999,3.57,106,2350
Eswatini,2000,3.64,104,2310
Eswatini,2001,3.66,108,2390
Eswatini,2002,3.69,99.1,2440
Eswatini,2003,3.71,78.2,2470
Eswatini,2004,3.76,73.1,2370
Eswatini,2005,3.8,97.4,2330
Eswatini,2006,3.83,86.3,2310
Eswatini,2007,3.83,86.1,2260
Eswatini,2008,3.84,82.2,2250
Eswatini,2009,4.16,91.6,2280
Eswatini,2010,4.38,89.4,2280
Eswatini,2011,5.05,87.6,2290
Eswatini,2012,5.52,95.3,2330
Chad,1990,2.05,15.5,1800
Chad,1991,2.15,14.8,1820
Chad,1992,1.75,16.9,1650
Chad,1993,1.87,15.7,1980
Chad,1994,1.83,18.5,1800
Chad,1995,1.81,24.1,1820
Chad,1996,1.85,18.2,1900
Chad,1997,1.91,22.2,2040
Chad,1998,1.83,17.2,1990
Chad,1999,1.75,20.2,1950
Chad,2000,1.88,19.5,2020
Chad,2001,1.96,20.6,1970
Chad,2002,2.16,19.6,2020
Chad,2003,2.8,23.1,2030
Chad,2004,3.17,25.1,2030
Chad,2005,3.08,25.2,2020
Chad,2006,3.07,24.9,2030
Chad,2007,3.06,22.4,2030
Chad,2008,3.09,21.3,2020
Chad,2009,3.39,25.3,2060
Chad,2010,3.28,27.9,2060
Chad,2011,3.46,30.5,2120
Chad,2012,3.53,29.1,2110
Togo,1990,2.75,11.6,1930
Togo,1991,2.58,10.2,1900
Togo,1992,2.15,5.47,1960
Togo,1993,2.41,4.42,2040
Togo,1994,2.54,7.57,2050
Togo,1995,2.69,11.8,2110
Togo,1996,2.98,9.01,2150
Togo,1997,2.82,11,2120
Togo,1998,2.8,11.2,2150
Togo,1999,2.69,7.76,2170
Togo,2000,2.64,7.85,2160
Togo,2001,2.67,12.8,2160
Togo,2002,2.78,15,2200
Togo,2003,2.68,16.1,2250
Togo,2004,2.49,15.5,2240
Togo,2005,2.49,18,2280
Togo,2006,2.39,21.6,2300
Togo,2007,2.41,23.8,2320
Togo,2008,2.49,27.9,2340
Togo,2009,2.55,30.5,2370
Togo,2010,2.61,33.1,2380
Togo,2011,2.63,33.7,2410
Togo,2012,2.65,33.3,2450
Thailand,1990,6.97,49.9,2260
Thailand,1991,7.84,59.7,2270
Thailand,1992,8.04,62.4,2270
Thailand,1993,8.24,66.8,2360
Thailand,1994,8.69,74.8,2420
Thailand,1995,8.95,77.2,2560
Thailand,1996,8.95,79.1,2540
Thailand,1997,8.95,83.3,2600
Thailand,1998,8.55,78.7,2560
Thailand,1999,8.44,79.7,2600
Thailand,2000,8.95,82.9,2580
Thailand,2001,9.54,84.8,2630
Thailand,2002,10.1,87.2,2640
Thailand,2003,10.8,91.6,2650
Thailand,2004,11.6,88.2,2720
Thailand,2005,12.1,104,2800
Thailand,2006,12,101,2770
Thailand,2007,12.7,104,2760
Thailand,2008,13.1,105,2730
Thailand,2009,13.6,108,2760
Thailand,2010,13.8,111,2760
Thailand,2011,14.8,108,2780
Thailand,2012,15.1,109,2780
Timor-Leste,1990,2.65,9.36,1930
Timor-Leste,1991,2.78,9.31,1990
Timor-Leste,1992,2.91,8.85,2030
Timor-Leste,1993,3.07,10.4,2010
Timor-Leste,1994,3.27,10.3,2030
Timor-Leste,1995,3.57,10.5,1890
Timor-Leste,1996,3.72,10.7,1920
Timor-Leste,1997,3.64,10.5,1800
Timor-Leste,1998,2.33,10.8,1830
Timor-Leste,1999,2.66,12.6,1870
Timor-Leste,2000,2.96,17.4,1940
Timor-Leste,2001,2.9,15.8,2060
Timor-Leste,2002,2.78,16.2,2060
Timor-Leste,2003,2.77,17.9,2040
Timor-Leste,2004,2.72,13.5,2030
Timor-Leste,2005,2.44,19.8,2040
Timor-Leste,2006,2.6,21.4,2050
Timor-Leste,2007,2.44,25.6,2060
Timor-Leste,2008,2.73,27.3,2040
Timor-Leste,2009,2.82,27.2,2080
Timor-Leste,2010,2.79,30.9,2110
Timor-Leste,2011,2.86,37.9,2150
Timor-Leste,2012,3.01,35,2130
Trinidad and Tobago,1990,10.8,143,2670
Trinidad and Tobago,1991,10.3,132,2570
Trinidad and Tobago,1992,10.2,136,2550
Trinidad and Tobago,1993,10.5,147,2550
Trinidad and Tobago,1994,10.9,161,2600
Trinidad and Tobago,1995,11.6,169,2640
Trinidad and Tobago,1996,12.4,180,2620
Trinidad and Tobago,1997,13.4,167,2660
Trinidad and Tobago,1998,14.5,166,2670
Trinidad and Tobago,1999,15.5,180,2780
Trinidad and Tobago,2000,16,182,2830
Trinidad and Tobago,2001,17.2,162,2790
Trinidad and Tobago,2002,19.6,163,2750
Trinidad and Tobago,2003,21.1,172,2780
Trinidad and Tobago,2004,22.3,170,2760
Trinidad and Tobago,2005,25.1,174,2800
Trinidad and Tobago,2006,26.2,172,2850
Trinidad and Tobago,2007,26.9,171,2830
Trinidad and Tobago,2008,25.6,171,2840
Trinidad and Tobago,2009,26.3,157,2840
Trinidad and Tobago,2010,26.1,157,2910
Trinidad and Tobago,2011,26.3,161,2990
Trinidad and Tobago,2012,26.7,162,3050
Tunisia,1990,6.06,78.3,3110
Tunisia,1991,6.24,85.9,3140
Tunisia,1992,6.26,82.3,3170
Tunisia,1993,6.28,80.5,3110
Tunisia,1994,6.3,79.4,3130
Tunisia,1995,6.47,83.2,3200
Tunisia,1996,6.66,82.5,3250
Tunisia,1997,6.91,82.8,3300
Tunisia,1998,7.22,84.2,3370
Tunisia,1999,7.45,78.9,3250
Tunisia,2000,7.61,78.4,3260
Tunisia,2001,7.7,87.4,3190
Tunisia,2002,7.83,97.8,3240
Tunisia,2003,7.99,96.3,3250
Tunisia,2004,8.13,92.7,3220
Tunisia,2005,8.32,96,3270
Tunisia,2006,8.62,96.2,3250
Tunisia,2007,8.87,95.3,3300
Tunisia,2008,9.18,98.9,3340
Tunisia,2009,9.43,95.3,3330
Tunisia,2010,9.56,98.3,3360
Tunisia,2011,9.98,95.7,3390
Tunisia,2012,10.6,95.5,3350
Turkey,1990,9.78,88.7,3720
Turkey,1991,9.79,88.2,3710
Turkey,1992,10.3,89,3730
Turkey,1993,9.44,84.8,3730
Turkey,1994,9.69,83.7,3720
Turkey,1995,10.1,86.7,3690
Turkey,1996,11,92.9,3600
Turkey,1997,10.9,92.2,3660
Turkey,1998,10.7,81.2,3620
Turkey,1999,10.9,84.2,3660
Turkey,2000,10,84.9,3620
Turkey,2001,10.2,76.2,3610
Turkey,2002,9.71,72.4,3590
Turkey,2003,11.9,77.9,3610
Turkey,2004,12.7,80.3,3610
Turkey,2005,12.7,88,3650
Turkey,2006,13.4,78,3630
Turkey,2007,14.9,84.2,3600
Turkey,2008,14.7,88.4,3620
Turkey,2009,15,90.5,3650
Turkey,2010,16.4,85.4,3670
Turkey,2011,17,86.3,3690
Turkey,2012,17.7,87.3,3710
Taiwan,1990,36.1,85.8,2990
Taiwan,1991,37.7,77.1,2970
Taiwan,1992,39.1,77.2,3060
Taiwan,1993,40.7,75.1,3060
Taiwan,1994,42.1,74.5,3080
Taiwan,1995,43.4,73.5,3110
Taiwan,1996,44.6,71.8,3110
Taiwan,1997,45.2,74.2,3070
Taiwan,1998,46.3,74.5,3100
Taiwan,1999,47.3,71.1,3120
Taiwan,2000,44.9,69.5,3010
Taiwan,2001,47.3,73.7,3000
Taiwan,2002,47.3,72.4,2990
Taiwan,2003,47.4,72.5,2990
Taiwan,2004,47.4,77.6,2990
Taiwan,2005,46,76.9,2950
Taiwan,2006,44.8,81.3,2960
Taiwan,2007,42.9,79,2930
Taiwan,2008,39.9,73.6,2940
Taiwan,2009,41.6,78.8,2960
Taiwan,2010,42,78,2960
Taiwan,2011,42.1,77.1,2960
Taiwan,2012,42.3,81.2,3000
Tanzania,1990,1.73,17,2230
Tanzania,1991,1.68,17.8,2150
Tanzania,1992,1.57,16.8,2100
Tanzania,1993,1.48,15.4,2080
Tanzania,1994,1.43,17.1,2030
Tanzania,1995,1.39,22.3,2040
Tanzania,1996,1.34,20.1,2000
Tanzania,1997,1.29,18.8,2080
Tanzania,1998,1.25,22,2060
Tanzania,1999,1.2,22,2010
Tanzania,2000,1.27,21.8,2030
Tanzania,2001,1.42,21.5,2110
Tanzania,2002,1.56,24.4,1980
Tanzania,2003,1.73,24.1,2100
Tanzania,2004,1.91,26.7,2130
Tanzania,2005,2.06,26.3,2140
Tanzania,2006,2.22,27.2,2220
Tanzania,2007,2.3,26.3,2130
Tanzania,2008,2.36,26.8,2130
Tanzania,2009,2.45,28.6,2100
Tanzania,2010,2.57,29.3,2200
Tanzania,2011,2.61,29.8,2190
Tanzania,2012,2.63,28,2210
Uganda,1990,2.2,9.87,2270
Uganda,1991,2.09,11,2220
Uganda,1992,2.09,10.8,2240
Uganda,1993,2.05,15.4,2230
Uganda,1994,2.1,18.4,2240
Uganda,1995,2.1,17.2,2130
Uganda,1996,2.07,19.6,2160
Uganda,1997,2.04,19.2,2270
Uganda,1998,2.07,19.5,2250
Uganda,1999,2.04,22.7,2270
Uganda,2000,2.08,21.5,2280
Uganda,2001,2.21,22.9,2330
Uganda,2002,2.28,24.1,2380
Uganda,2003,2.36,26.9,2350
Uganda,2004,2.43,25.1,2330
Uganda,2005,2.63,25.9,2280
Uganda,2006,2.78,25.7,2210
Uganda,2007,2.95,26.8,2180
Uganda,2008,3.06,29.4,2190
Uganda,2009,3.14,28.9,2200
Uganda,2010,3.35,25.9,2180
Uganda,2011,3.37,25.3,2160
Uganda,2012,3.35,32.4,2130
Uruguay,1990,18.9,90.4,2700
Uruguay,1991,21.5,97.2,2760
Uruguay,1992,21.7,92.8,2750
Uruguay,1993,23.4,90.5,2780
Uruguay,1994,21.9,90.6,2680
Uruguay,1995,21.2,91.4,2820
Uruguay,1996,21.3,97.3,2810
Uruguay,1997,22.8,105,2820
Uruguay,1998,22.6,96.5,2830
Uruguay,1999,21.9,89.3,2810
Uruguay,2000,22.1,76.3,2870
Uruguay,2001,19.7,99.8,2840
Uruguay,2002,16.4,99.1,2840
Uruguay,2003,16.6,97.3,2830
Uruguay,2004,17.1,97.4,2810
Uruguay,2005,17.7,98,2820
Uruguay,2006,19.3,97.6,2890
Uruguay,2007,21.2,100,2960
Uruguay,2008,22.8,104,2980
Uruguay,2009,22.9,106,2980
Uruguay,2010,24.6,109,3010
Uruguay,2011,24.6,111,3020
Uruguay,2012,25.6,111,3050
United States,1990,54.2,175,3520
United States,1991,54.2,177,3560
United States,1992,55.3,181,3610
United States,1993,56.3,183,3670
United States,1994,57.1,183,3580
United States,1995,58.1,186,3590
United States,1996,59.8,193,3650
United States,1997,61.4,194,3660
United States,1998,62.8,188,3670
United States,1999,63.6,189,3760
United States,2000,63.5,186,3710
United States,2001,63.7,193,3780
United States,2002,64.7,192,3780
United States,2003,64.4,194,3810
United States,2004,65.7,193,3830
United States,2005,66.8,187,3780
United States,2006,66.4,175,3760
United States,2007,64.6,170,3700
United States,2008,65.4,165,3650
United States,2009,63.8,167,3650
United States,2010,64.6,172,3650
United States,2011,64.8,174,3690
United States,2012,64.4,175,3680
St. Vincent and the Grenadines,1990,7.4,119,2370
St. Vincent and the Grenadines,1991,7.85,123,2350
St. Vincent and the Grenadines,1992,8.18,122,2460
St. Vincent and the Grenadines,1993,8.08,119,2330
St. Vincent and the Grenadines,1994,8.71,115,2330
St. Vincent and the Grenadines,1995,8.82,113,2330
St. Vincent and the Grenadines,1996,9.14,119,2310
St. Vincent and the Grenadines,1997,9.52,119,2380
St. Vincent and the Grenadines,1998,9.78,121,2470
St. Vincent and the Grenadines,1999,9.94,128,2500
St. Vincent and the Grenadines,2000,10.1,128,2470
St. Vincent and the Grenadines,2001,10.7,124,2660
St. Vincent and the Grenadines,2002,11.5,122,2690
St. Vincent and the Grenadines,2003,12,122,2710
St. Vincent and the Grenadines,2004,12.3,122,2780
St. Vincent and the Grenadines,2005,13.2,125,2800
St. Vincent and the Grenadines,2006,13.7,123,2830
St. Vincent and the Grenadines,2007,13.9,124,2870
St. Vincent and the Grenadines,2008,13.6,123,2870
St. Vincent and the Grenadines,2009,13.2,118,2910
St. Vincent and the Grenadines,2010,13.1,122,2940
St. Vincent and the Grenadines,2011,13.3,120,2930
St. Vincent and the Grenadines,2012,13.5,121,2970
Venezuela,1990,11.5,95.8,2420
Venezuela,1991,11.4,107,2520
Venezuela,1992,10.9,105,2400
Venezuela,1993,9.36,108,2370
Venezuela,1994,9.1,109,2430
Venezuela,1995,8.87,110,2380
Venezuela,1996,9.28,105,2280
Venezuela,1997,9.61,103,2350
Venezuela,1998,8.67,101,2340
Venezuela,1999,8.86,104,2450
Venezuela,2000,9.14,102,2510
Venezuela,2001,7.52,91.8,2220
Venezuela,2002,6.37,94.4,2420
Venezuela,2003,7.14,105,2490
Venezuela,2004,8.94,105,2490
Venezuela,2005,11,108,2510
Venezuela,2006,12.6,107,2610
Venezuela,2007,13.2,104,2810
Venezuela,2008,12.7,106,2860
Venezuela,2009,12.2,107,2810
Venezuela,2010,12.5,108,2800
Venezuela,2011,13.2,106,2690
Venezuela,2012,13.6,106,2630
Vietnam,1990,2.21,15.8,1860
Vietnam,1991,2.35,15.1,1920
Vietnam,1992,2.49,16.6,2030
Vietnam,1993,2.62,21.4,2060
Vietnam,1994,2.78,23.7,2030
Vietnam,1995,2.95,23.4,2020
Vietnam,1996,3.12,25,1990
Vietnam,1997,3.22,25.3,2110
Vietnam,1998,3.14,30.3,2200
Vietnam,1999,3.08,35.7,2240
Vietnam,2000,3.05,34.4,2300
Vietnam,2001,3.12,33.4,2360
Vietnam,2002,3.41,34.9,2420
Vietnam,2003,3.68,37.9,2480
Vietnam,2004,3.88,32,2470
Vietnam,2005,4.11,35.9,2480
Vietnam,2006,4.29,31.7,2550
Vietnam,2007,4.43,31.5,2620
Vietnam,2008,4.94,26.8,2640
Vietnam,2009,7.82,28.7,2680
Vietnam,2010,7.91,27.2,2720
Vietnam,2011,8.04,29.2,2710
Vietnam,2012,8.25,27.4,2750
Vanuatu,1990,4.43,27.6,2560
Vanuatu,1991,4.41,31.8,2550
Vanuatu,1992,4.32,25.3,2520
Vanuatu,1993,4.58,30.5,2530
Vanuatu,1994,4.52,34.3,2540
Vanuatu,1995,4.53,43,2630
Vanuatu,1996,4.66,41.9,2680
Vanuatu,1997,4.63,41.1,2720
Vanuatu,1998,4.57,41.2,2720
Vanuatu,1999,4.74,41.7,2700
Vanuatu,2000,4.48,40.9,2670
Vanuatu,2001,4.14,42.7,2700
Vanuatu,2002,4.21,42.5,2750
Vanuatu,2003,5.02,43.5,2750
Vanuatu,2004,5.02,42.6,2780
Vanuatu,2005,5.05,39.1,2800
Vanuatu,2006,4.92,51,2860
Vanuatu,2007,4.94,52.8,2860
Vanuatu,2008,4.95,54.3,2860
Vanuatu,2009,4.95,54.7,2860
Vanuatu,2010,4.96,55.5,2840
Vanuatu,2011,4.97,49.8,2820
Vanuatu,2012,5,51.4,2840
Samoa,1990,6.98,75.5,2570
Samoa,1991,6.91,61.7,2440
Samoa,1992,7.12,68,2340
Samoa,1993,6.88,64.8,2400
Samoa,1994,7.28,61.3,2470
Samoa,1995,7.75,65.7,2500
Samoa,1996,7.76,60,2550
Samoa,1997,7.89,65.3,2610
Samoa,1998,8.03,71,2710
Samoa,1999,8.54,71.1,2770
Samoa,2000,9.09,69.7,2820
Samoa,2001,9.43,68.7,2820
Samoa,2002,9.54,71.4,2830
Samoa,2003,9.67,80.3,2880
Samoa,2004,9.78,84.7,2890
Samoa,2005,9.82,85.2,2860
Samoa,2006,10,85.2,2850
Samoa,2007,10,102,2910
Samoa,2008,9.69,77.6,2880
Samoa,2009,9.68,79.2,2910
Samoa,2010,9.87,82.9,2880
Samoa,2011,9.58,81,2960
Samoa,2012,9.5,89.5,2960
Yemen,1990,5.26,56.5,2030
Yemen,1991,5.41,57.2,2110
Yemen,1992,5.34,56.4,2090
Yemen,1993,5.44,56.2,2050
Yemen,1994,5.51,55.1,2040
Yemen,1995,5.56,63.2,2030
Yemen,1996,5.66,65.7,2050
Yemen,1997,5.83,65.5,2070
Yemen,1998,5.68,63.4,2080
Yemen,1999,5.65,64.8,2090
Yemen,2000,5.49,65.9,2070
Yemen,2001,5.33,66.8,2080
Yemen,2002,5.15,70.3,2070
Yemen,2003,4.99,69.5,2070
Yemen,2004,4.9,70,2090
Yemen,2005,4.84,73.1,2120
Yemen,2006,4.83,74.3,2160
Yemen,2007,4.85,73.6,2130
Yemen,2008,4.87,74.7,2160
Yemen,2009,5.08,78.6,2200
Yemen,2010,4.25,81.4,2210
Yemen,2011,4.23,79.8,2230
Yemen,2012,4.35,77.9,2220
South Africa,1990,7.56,97.9,2820
South Africa,1991,7.22,95.4,2800
South Africa,1992,7.13,93.5,2840
South Africa,1993,6.86,93,2830
South Africa,1994,6.58,90.9,2810
South Africa,1995,6.39,90.2,2800
South Africa,1996,6.33,90.2,2820
South Africa,1997,6.14,90.4,2850
South Africa,1998,6.08,89.3,2840
South Africa,1999,6.12,88,2890
South Africa,2000,6.17,86,2910
South Africa,2001,6.75,84.5,2910
South Africa,2002,7.18,87.3,2930
South Africa,2003,8.01,84.3,2940
South Africa,2004,9.05,84.2,2950
South Africa,2005,10.3,85.8,2930
South Africa,2006,10.7,84,2920
South Africa,2007,11.3,82.3,2920
South Africa,2008,11.4,83.2,2940
South Africa,2009,12,96.5,2990
South Africa,2010,12,95.8,3000
South Africa,2011,11.9,98.7,3010
South Africa,2012,11.8,101,3020
Zambia,1990,2.99,45.7,2010
Zambia,1991,2.73,45.1,1980
Zambia,1992,2.7,44.5,1980
Zambia,1993,2.73,40.6,2020
Zambia,1994,3.05,41,2050
Zambia,1995,3.49,35.1,2030
Zambia,1996,3.55,40.4,1970
Zambia,1997,3.46,31.4,1930
Zambia,1998,3.29,31,1960
Zambia,1999,3.09,44.2,1870
Zambia,2000,2.94,31.2,1850
Zambia,2001,2.75,34.8,1850
Zambia,2002,2.65,32.8,1900
Zambia,2003,2.74,31.9,1870
Zambia,2004,2.77,30,1870
Zambia,2005,2.65,31.2,1840
Zambia,2006,2.58,27,1780
Zambia,2007,2.54,26.4,1800
Zambia,2008,2.52,28.5,1880
Zambia,2009,2.51,28,1900
Zambia,2010,2.61,28.4,1910
Zambia,2011,2.78,30.1,1920
Zambia,2012,2.85,28.1,1930
Zimbabwe,1990,6.59,55.9,1960
Zimbabwe,1991,5.88,57,1960
Zimbabwe,1992,5.84,56.4,1940
Zimbabwe,1993,6.28,56.6,1930
Zimbabwe,1994,6.21,61.6,1940
Zimbabwe,1995,6.77,64.7,1980
Zimbabwe,1996,6.89,73.5,2010
Zimbabwe,1997,7.03,73.6,2010
Zimbabwe,1998,6.93,74.6,2000
Zimbabwe,1999,6.68,76.5,1980
Zimbabwe,2000,6.75,81.5,2030
Zimbabwe,2001,6.14,83.4,2020
Zimbabwe,2002,5.08,75,2010
Zimbabwe,2003,4.77,72.4,2040
Zimbabwe,2004,4.48,67.5,2030
Zimbabwe,2005,4.3,73.1,2120
Zimbabwe,2006,4.1,64.9,2110
Zimbabwe,2007,3.35,61.1,2090
Zimbabwe,2008,3.7,61.1,2150
Zimbabwe,2009,4.37,65.8,2170
Zimbabwe,2010,4.92,68.9,2200
Zimbabwe,2011,5.34,79,2200
Zimbabwe,2012,5.05,80.6,2110
