Country,Year,Income,SugarPerPerson,Food Supply
Germany,2000,50.2,125,3360
Germany,2001,50.8,124,3430
Germany,2002,50.6,133,3390
Germany,2003,51.1,135,3410
Germany,2004,51.4,140,3450
Germany,2005,51.7,132,3470
Germany,2006,52.4,126,3530
Germany,2007,52.2,136,3520
Germany,2008,52.3,132,3520
Germany,2009,52.5,137,3500
Germany,2010,52.7,133,3540
Germany,2011,52.1,130,3500
Germany,2012,52.8,133,3500
Djibouti,1990,6.6,81.7,1510
Djibouti,1991,6.46,81.1,1510
Djibouti,1992,5.86,79.2,1570
Djibouti,1993,5.62,79.8,1600
Djibouti,1994,5.28,81.1,1710
Djibouti,1995,4.94,75.9,1690
Djibouti,1996,4.75,75,1760
Djibouti,1997,4.62,76.2,1860
Djibouti,1998,4.63,73.4,1900
Djibouti,1999,4.54,73.2,1990
Djibouti,2000,4.49,72.2,1980
Djibouti,2001,4.51,73.5,2050
Djibouti,2002,4.54,74.6,2090
Djibouti,2003,4.53,73.1,2140
Djibouti,2004,4.56,73.5,2270
Djibouti,2005,4.69,74.7,2310
Djibouti,2006,4.84,79.4,2410
Djibouti,2007,5.05,82.1,2450
Djibouti,2008,4.97,80.6,2470
Djibouti,2009,5.06,83.4,2470
Djibouti,2010,5.39,84.7,2500
Djibouti,2011,5.54,90.6,2550
Djibouti,2012,4.95,93,2610
Dominica,1990,8.09,129,2900
Dominica,1991,8.23,127,2870
Dominica,1992,8.38,132,2860
Dominica,1993,8.35,134,2870
Dominica,1994,8.6,125,2940
Dominica,1995,8.89,118,2900
Dominica,1996,9.12,122,2930
Dominica,1997,9.52,122,2910
Dominica,1998,9.61,117,2930
Dominica,1999,9.86,118,3060
Dominica,2000,9.85,116,3040
Dominica,2001,9.55,116,2980
Dominica,2002,10.1,118,3010
Dominica,2003,10.4,124,2960
Dominica,2004,10.4,121,2920
Dominica,2005,10.9,125,2920
Dominica,2006,11.6,126,3040
Dominica,2007,12.4,126,3020
Dominica,2008,12.2,123,3040
Dominica,2009,12.3,122,2990
Dominica,2010,12.3,117,2960
Dominica,2011,12.1,116,2950
Dominica,2012,12,113,2930
Denmark,1990,42.6,131,3230
Denmark,1991,43.2,135,3340
Denmark,1992,42.3,141,3340
Denmark,1993,44.4,142,3320
Denmark,1994,44.7,138,3400
Denmark,1995,45.7,132,3290
Denmark,1996,46.9,146,3370
Denmark,1997,47.8,139,3400
Denmark,1998,47.7,136,3330
Denmark,1999,47.8,147,3310
Denmark,2000,47,142,3340
Denmark,2001,46.9,158,3370
Denmark,2002,46.7,158,3340
Denmark,2003,47.5,159,3380
Denmark,2004,48,139,3410
Denmark,2005,49.5,148,3410
Denmark,2006,50.5,172,3450
Denmark,2007,49.9,147,3330
Denmark,2008,50.7,144,3340
Denmark,2009,53.2,147,3400
Denmark,2010,52.3,146,3350
Denmark,2011,52,152,3330
Denmark,2012,53.3,152,3370
Dominican Republic,1990,9.04,93.2,2140
Dominican Republic,1991,11,102,2140
Dominican Republic,1992,11.4,109,2220
Dominican Republic,1993,11.1,110,2250
Dominican Republic,1994,11.9,109,2260
Dominican Republic,1995,12.2,108,2180
Dominican Republic,1996,13.4,105,2150
Dominican Republic,1997,13.5,97.9,2140
Dominican Republic,1998,14.1,99.7,2150
Dominican Republic,1999,14.4,96.1,2220
Dominican Republic,2000,13.8,111,2260
Dominican Republic,2001,13.4,111,2290
Dominican Republic,2002,11.9,106,2140
Dominican Republic,2003,10.2,106,2220
Dominican Republic,2004,11.7,108,2330
Dominican Republic,2005,13.4,102,2370
Dominican Republic,2006,12.3,105,2400
Dominican Republic,2007,11.8,103,2350
Dominican Republic,2008,12.8,95.8,2390
Dominican Republic,2009,12.6,90.1,2530
Dominican Republic,2010,12.8,87.6,2560
Dominican Republic,2011,12.2,91.4,2570
Dominican Republic,2012,12.9,95.3,2610
Algeria,1990,6.53,76.1,2730
Algeria,1991,6.59,72.1,2870
Algeria,1992,6.47,74.3,2870
Algeria,1993,6.33,71.2,2760
Algeria,1994,6.42,70.6,2790
Algeria,1995,6.12,71.9,2780
Algeria,1996,5.86,76.3,2730
Algeria,1997,5.87,52.4,2790
Algeria,1998,5.93,58.9,2840
Algeria,1999,5.95,78.6,2810
Algeria,2000,6.12,77.4,2890
Algeria,2001,6.47,80.5,2930
Algeria,2002,6.62,82.8,2970
Algeria,2003,6.86,84.3,2990
Algeria,2004,7.01,75.5,2960
Algeria,2005,7.1,77.9,3050
Algeria,2006,7.29,86.7,3040
Algeria,2007,7.57,78.5,3050
Algeria,2008,7.82,85.3,3110
Algeria,2009,8.04,85.6,3140
Algeria,2010,8.29,74.9,3220
Algeria,2011,8.53,82.8,3270
Algeria,2012,8.78,78.2,3300
Ecuador,1990,7.3,75.4,2190
Ecuador,1991,7.2,77.2,2320
Ecuador,1992,7.27,73,2320
Ecuador,1993,7.42,73.8,2410
Ecuador,1994,7.68,70.3,2310
Ecuador,1995,7.75,57.7,2300
Ecuador,1996,8.17,56,2330
Ecuador,1997,8.7,57,2250
Ecuador,1998,7.61,53.4,2330
Ecuador,1999,5.86,52,2290
Ecuador,2000,7.13,50.1,2220
Ecuador,2001,8.39,49,2240
Ecuador,2002,8.72,50.8,2200
Ecuador,2003,8.58,49.5,2230
Ecuador,2004,10.2,49.7,2250
Ecuador,2005,11.2,56.2,2230
Ecuador,2006,11.8,49.6,2210
Ecuador,2007,11.3,54.2,2300
Ecuador,2008,10.9,52.3,2290
Ecuador,2009,12,49,2350
Ecuador,2010,12.4,54.7,2380
Ecuador,2011,13.2,58.4,2350
Ecuador,2012,13.7,63.3,2340
Egypt,1990,4.5,86.1,3170
Egypt,1991,4.46,84.9,3180
Egypt,1992,4.41,80,3200
Egypt,1993,4.41,78.5,3260
Egypt,1994,4.38,79.5,3320
Egypt,1995,4.42,79.9,3330
Egypt,1996,4.66,83.4,3360
Egypt,1997,4.87,79.3,3340
Egypt,1998,5.16,81,3360
Egypt,1999,5.42,82.1,3370
Egypt,2000,5.34,88.1,3410
Egypt,2001,5.15,83.5,3430
Egypt,2002,4.98,76.4,3380
Egypt,2003,4.8,75.9,3310
Egypt,2004,4.78,74.4,3370
Egypt,2005,4.79,72.5,3390
Egypt,2006,4.8,72.5,3450
Egypt,2007,4.8,74.6,3490
Egypt,2008,5.03,68.5,3440
Egypt,2009,5.2,81.2,3510
Egypt,2010,5.36,82.9,3550
Egypt,2011,5.44,73.9,3560
Egypt,2012,5.52,78,3520
Spain,1990,26.8,75.5,3410
Spain,1991,25.8,79.1,3410
Spain,1992,25.6,77.8,3310
Spain,1993,26.5,80,3300
Spain,1994,28.4,80.4,3220
Spain,1995,29.2,80.5,3360
Spain,1996,30.1,80.8,3300
Spain,1997,31.7,81.5,3340
Spain,1998,33.5,81.4,3330
Spain,1999,35.2,81,3360
Spain,2000,35,81.7,3330
Spain,2001,34.3,81.5,3360
Spain,2002,33.1,81.7,3300
Spain,2003,33.5,81.9,3250
Spain,2004,34.4,81.9,3220
Spain,2005,34.7,82.8,3230
Spain,2006,41.4,81.7,3220
Spain,2007,42.1,82.8,3210
Spain,2008,42,82.9,3210
Spain,2009,39.7,83.2,3180
Spain,2010,38.2,85.2,3190
Spain,2011,36.4,85.5,3170
Spain,2012,35.4,85.6,3170
Finland,1990,36.6,111,3110
Finland,1991,34.4,119,3190
Finland,1992,32.8,120,3040
Finland,1993,33,110,2990
Finland,1994,34,110,3030
Finland,1995,35.1,104,3020
Finland,1996,36.2,105,3150
Finland,1997,37.7,101,3180
Finland,1998,38.8,100,3170
Finland,1999,39.5,105,3150
Finland,2000,40.1,95.8,3170
Finland,2001,40.8,95.3,3150
Finland,2002,41.9,94.1,3150
Finland,2003,43.9,95.4,3190
Finland,2004,45.4,93.2,3200
Finland,2005,46.1,91.4,3240
Finland,2006,47.8,94.4,3280
Finland,2007,48.3,81.9,3240
Finland,2008,49.3,92.7,3230
Finland,2009,50,84.4,3280
Finland,2010,50.3,85.8,3310
Finland,2011,50.4,86.8,3320
Finland,2012,50.2,86.8,3370
Fiji,1990,6.72,76.1,2720
Fiji,1991,7.04,76.2,2740
Fiji,1992,7.09,73.6,2850
Fiji,1993,7.35,71.7,2800
Fiji,1994,7.44,70.9,2740
Fiji,1995,7.7,68.4,2820
Fiji,1996,7.45,70.3,2850
Fiji,1997,7.48,71.9,2830
Fiji,1998,8.08,79.1,2840
Fiji,1999,7.89,78.8,2830
Fiji,2000,8.02,90.3,2880
Fiji,2001,8.27,92.6,2900
Fiji,2002,8.42,99,2890
Fiji,2003,8.93,103,2900
Fiji,2004,9.07,110,2940
Fiji,2005,9.28,112,2950
Fiji,2006,9.23,111,2920
Fiji,2007,9.33,106,2950
Fiji,2008,9.06,109,2920
Fiji,2009,9.02,99.5,2910
Fiji,2010,8.98,109,2920
Fiji,2011,8.85,108,2930
Fiji,2012,9,104,2940
France,1990,38.4,99.7,3540
France,1991,39.4,103,3550
France,1992,38.6,101,3540
France,1993,40.7,101,3510
France,1994,40.7,102,3530
France,1995,40.7,106,3520
France,1996,40.7,107,3550
France,1997,40.8,110,3590
France,1998,40.8,112,3600
France,1999,40.8,109,3610
France,2000,42,112,3640
France,2001,42.9,113,3660
France,2002,43.5,111,3590
France,2003,44.2,113,3560
France,2004,43.7,114,3540
France,2005,43.1,104,3510
France,2006,52.3,102,3470
France,2007,52.8,99.5,3550
France,2008,53.2,111,3530
France,2009,53.4,104,3540
France,2010,53.7,103,3510
France,2011,53.3,104,3460
France,2012,52.7,107,3480
Gabon,1990,8.34,40.9,2560
Gabon,1991,7.86,40.2,2500
Gabon,1992,7.96,46.7,2540
Gabon,1993,8.04,43.4,2460
Gabon,1994,8.22,44.4,2550
Gabon,1995,8.31,46.7,2630
Gabon,1996,8.56,47,2630
Gabon,1997,8.64,50.1,2660
Gabon,1998,7.68,49,2710
Gabon,1999,7.36,43.1,2720
Gabon,2000,7.34,42.3,2700
Gabon,2001,7.15,43.6,2640
Gabon,2002,7.13,44.8,2660
Gabon,2003,7,45.1,2680
Gabon,2004,7,43.7,2720
Gabon,2005,6.88,43,2720
Gabon,2006,7.35,43.6,2710
Gabon,2007,7.15,39.7,2650
Gabon,2008,7.17,43.5,2700
Gabon,2009,7.68,44.4,2730
Gabon,2010,8.19,44.8,2770
Gabon,2011,8.56,41.7,2800
Gabon,2012,8.98,42.6,2830
United Kingdom,1990,31.9,112,3210
United Kingdom,1991,32.2,110,3270
United Kingdom,1992,33.1,99.2,3220
United Kingdom,1993,33.8,108,3240
United Kingdom,1994,32.5,104,3190
United Kingdom,1995,33.6,108,3270
United Kingdom,1996,35.2,108,3330
United Kingdom,1997,36.6,103,3350
United Kingdom,1998,38.2,109,3400
United Kingdom,1999,43.8,102,3360
United Kingdom,2000,45,111,3400
United Kingdom,2001,44,113,3420
United Kingdom,2002,44.8,111,3400
United Kingdom,2003,44.9,114,3450
United Kingdom,2004,44.4,103,3440
United Kingdom,2005,47.6,90.5,3440
United Kingdom,2006,49.8,99,3420
United Kingdom,2007,45.8,99.9,3420
United Kingdom,2008,45.8,106,3410
United Kingdom,2009,45.8,100,3400
United Kingdom,2010,44.7,110,3420
United Kingdom,2011,44.1,106,3400
United Kingdom,2012,45.6,113,3420
Ghana,1990,2.67,17.2,2090
Ghana,1991,2.64,23.3,2120
Ghana,1992,2.79,22.4,2280
Ghana,1993,2.83,17,2310
Ghana,1994,2.94,22.4,2350
Ghana,1995,3.1,13.4,2380
Ghana,1996,3.24,6.07,2400
Ghana,1997,3.42,12,2430
Ghana,1998,3.54,16.2,2470
Ghana,1999,3.62,20.2,2510
Ghana,2000,3.71,19.8,2560
Ghana,2001,3.83,20.1,2660
Ghana,2002,4,19,2670
Ghana,2003,4.2,22.8,2680
Ghana,2004,4.42,26,2750
Ghana,2005,4.64,26.5,2820
Ghana,2006,4.72,27.7,2800
Ghana,2007,5,26.1,2950
Ghana,2008,5.1,30.9,3030
Ghana,2009,5.35,35.8,3080
Ghana,2010,5.92,30.4,3000
Ghana,2011,6.3,25.8,3040
Ghana,2012,6.58,40.5,3020
Guinea,1990,0.787,27.1,2420
Guinea,1991,1.03,28,2450
Guinea,1992,2.18,27.5,2430
Guinea,1993,2.83,27,2410
Guinea,1994,2.84,28.8,2380
Guinea,1995,2.76,29.3,2350
Guinea,1996,2.7,30.5,2290
Guinea,1997,2.59,30.8,2260
Guinea,1998,2.49,30.8,2320
Guinea,1999,2.36,31.2,2360
Guinea,2000,2.26,29.4,2330
Guinea,2001,2.19,28.3,2360
Guinea,2002,2.14,31.1,2400
Guinea,2003,2.15,32.1,2430
Guinea,2004,2.17,35.5,2440
Guinea,2005,2.16,35.6,2500
Guinea,2006,2.26,36.3,2510
Guinea,2007,2.4,37,2530
Guinea,2008,2.39,37.8,2550
Guinea,2009,2.33,35.5,2550
Guinea,2010,2.58,35,2550
Guinea,2011,2.88,32.7,2560
Guinea,2012,2.93,27.2,2570
Gambia,1990,1.96,127,2550
Gambia,1991,1.96,102,2500
Gambia,1992,1.95,103,2470
Gambia,1993,1.9,102,2380
Gambia,1994,1.85,105,2390
Gambia,1995,1.84,98.4,2390
Gambia,1996,1.87,98.2,2480
Gambia,1997,1.88,95.2,2360
Gambia,1998,2.58,88.6,2510
Gambia,1999,3.1,93.5,2590
Gambia,2000,2.74,72.9,2520
Gambia,2001,2.17,78,2460
Gambia,2002,2.96,75,2460
Gambia,2003,3.4,80.3,2470
Gambia,2004,3.37,81.4,2440
Gambia,2005,3.39,73.6,2400
Gambia,2006,3.52,77.9,2540
Gambia,2007,3.78,72.6,2590
Gambia,2008,3.25,69.5,2620
Gambia,2009,4.32,69.2,2670
Gambia,2010,4.07,71.2,2690
Gambia,2011,4.39,70.4,2650
Gambia,2012,4.62,72.2,2630
Guinea-Bissau,1990,3.79,6.46,2320
Guinea-Bissau,1991,3.17,4.93,2370
Guinea-Bissau,1992,3.08,5.1,2310
Guinea-Bissau,1993,3.07,10.1,2340
